화면명,화면경로,ID,사용,코드유형,ko,en,ja,zh-TW,zh-CN,es,vi,original ko,original en,original ja,original zh-TW,original zh-CN,original es,original vi,BE 에러코드,공통버튼(B),공통(C),10/22 Backup original ja
S_COM_SU_05,[User] Global / Space > 홈 > 로그인 > 회원가입 > 프로필 설정,S00091,사용,일반,출생 연도 및 출생 월 (선택),Year and month of birth (optional),出生年度および、出生月(選択),出生年月(選填),出生年月(选填),Año y mes de nacimiento (opcional),Năm và tháng sinh (tùy chọn),출생 연도 및 출생 월 (선택),Year and month of birth (optional),出生年度および、出生月(選択),出生年月(選填),出生年月(选填),Año y mes de nacimiento (opcional),Năm và tháng sinh (tùy chọn),,,,出生年度および、出生月(選択)
S_COM_SU_05,[User] Global / Space > 홈 > 로그인 > 회원가입 > 프로필 설정,S00093,사용,일반,생년월일 (선택),Date of birth (optional),生年月日(選択),出生年月日(選填),出生年月日(选填),Fecha de nacimiento (opcional),Ngày sinh (tùy chọn),생년월일 (선택),Date of birth (optional),生年月日(選択),出生年月日(選填),出生年月日(选填),Fecha de nacimiento (opcional),Ngày sinh (tùy chọn),,,,生年月日(選択)
S_COM_SU_05,[User] Global / Space > 홈 > 로그인 > 회원가입 > 프로필 설정,S00095,사용,버튼,가입하기,Sign up,登録完了,註冊完成,注册完成,Registro,Đăng ký,가입하기,Sign up,登録完了,註冊完成,注册完成,Registro,Đăng ký,,가입하기,,登録完了
S_COM_SU_05,[User] Global / Space > 홈 > 로그인 > 회원가입 > 프로필 설정,S00096,사용,에러,이미 사용 중인 닉네임이에요.,An account with this nickname already exists,このニックネームはすでに使用されています。,該暱稱已被佔用,该昵称已被占用,Ya existe una cuenta con este apodo,Biệt danh này đã được sử dụng.,이미 사용 중인 닉네임이에요.,An account with this nickname already exists,このニックネームはすでに使用されています。,該暱稱已被佔用,该昵称已被占用,Ya existe una cuenta con este apodo,Biệt danh này đã được sử dụng.,,,,このニックネームはすでに使用されています。
S_COM_SU_05,[User] Global / Space > 홈 > 로그인 > 회원가입 > 프로필 설정,S00097,사용,에러,사용할 수 없는 닉네임이에요.,This nickname cannot be used,使用できないニックネームです。,該暱稱無法使用,该昵称无法使用,Este apodo no se puede utilizar,Tên người dùng này không khả dụng.,사용할 수 없는 닉네임이에요.,This nickname cannot be used,使用できないニックネームです。,該暱稱無法使用,该昵称无法使用,Este apodo no se puede utilizar,Tên người dùng này không khả dụng.,,,,使用できないニックネームです
S_COM_SU_05,[User] Global / Space > 홈 > 로그인 > 회원가입 > 프로필 설정,S00098,사용,에러,특수문자는 입력할 수 없습니다.,Last names cannot include special characters,特殊文字の入力はできません。,不能輸入特殊字符,不能输入特殊字符,Los apellidos no pueden incluir caracteres especiales.,Bạn không thể nhập ký tự đặc biệt.,특수문자는 입력할 수 없습니다.,Last names cannot include special characters,特殊文字の入力はできません。,不能輸入特殊字符,不能输入特殊字符,Los apellidos no pueden incluir caracteres especiales.,Bạn không thể nhập ký tự đặc biệt.,,,,数字や特殊文字は入力できません
S_COM_SU_05,[User] Global / Space > 홈 > 로그인 > 회원가입 > 프로필 설정,S00101,사용,에러,이름은 30자 이하로 만들어 주세요,Name cannot exceed 30 characters,名前は３０文字以内で入力してください。,姓名長度不得超過30個字元,姓名长度不得超过30个字符,El nombre no puede superar los 30 caracteres,Vui lòng nhập tên dưới 30 ký tự.,이름은 30자 이하로 만들어 주세요,Name cannot exceed 30 characters,名前は３０文字以内で入力してください。,姓名長度不得超過30個字元,姓名长度不得超过30个字符,El nombre no puede superar los 30 caracteres,Vui lòng nhập tên dưới 30 ký tự.,,,,名前は３０文字以下で入力してください。
S_COM_SU_05,[User] Global / Space > 홈 > 로그인 > 회원가입 > 프로필 설정,S00102,사용,에러,올바른 생년월일을 입력해 주세요.,Please enter a valid date of birth,正確な生年月日を入力してください。,請輸入準確的出生年月日,请输入准确的出生年月日,"Por favor, introduce la fecha de nacimiento correcta",Vui lòng nhập ngày sinh hợp lệ.,올바른 생년월일을 입력해 주세요.,Please enter a valid date of birth,正確な生年月日を入力してください。,請輸入準確的出生年月日,请输入准确的出生年月日,"Por favor, introduce la fecha de nacimiento correcta",Vui lòng nhập ngày sinh hợp lệ.,,,,正確な生年月日を入力してください。
S_COM_SU_05,[User] Global / Space > 홈 > 로그인 > 회원가입 > 프로필 설정,S00103,사용,에러,올바른 출생 연도 및 출생 월을 입력해 주세요,Please enter a valid birth year and month,正確な出生年度および、出生月を入力してください。,請準確輸入出生年月,请准确输入出生年月,"Por favor, introduce un año y un mes de nacimiento válidos",Vui lòng nhập đúng năm và tháng sinh của bạn.,올바른 출생 연도 및 출생 월을 입력해 주세요,Please enter a valid birth year and month,正確な出生年度および、出生月を入力してください。,請準確輸入出生年月,请准确输入出生年月,"Por favor, introduce un año y un mes de nacimiento válidos",Vui lòng nhập đúng năm và tháng sinh của bạn.,,,,正確な出生年度および、出生月を入力してください。
S_COM_SU_05,[User] Global / Space > 홈 > 로그인 > 회원가입 > 프로필 설정,S00104,사용,에러,올바른 생년월일을 입력해 주세요.,Please enter a valid date of birth,正確な生年月日を入力してください。,請準確輸入出生年月日,请准确输入出生年月日,"Por favor, introduce una fecha de nacimiento válida",Vui lòng nhập ngày sinh hợp lệ.,올바른 생년월일을 입력해 주세요.,Please enter a valid date of birth,正確な生年月日を入力してください。,請準確輸入出生年月日,请准确输入出生年月日,"Por favor, introduce una fecha de nacimiento válida",Vui lòng nhập ngày sinh hợp lệ.,,,,正確な生年月日を入力してください。
S_COM_SU_05,[User] Global / Space > 홈 > 로그인 > 회원가입 > 프로필 설정,S00108,사용,일반,국가/지역 이름으로 검색,Search by country/region,国/地域名で検索,使用國家/地區名稱搜尋,使用国家/地区名称搜索,Buscar por país o ubicación,Tìm kiếm theo tên quốc gia/khu vực,국가/지역 이름으로 검색,Search by country/region,国/地域名で検索,使用國家/地區名稱搜尋,使用国家/地区名称搜索,Buscar por país o ubicación,Tìm kiếm theo tên quốc gia/khu vực,,,,国/地域名で検索
S_COM_SU_05,[User] Global / Space > 홈 > 로그인 > 회원가입 > 프로필 설정,S00109,사용,일반,남자,Male,男,男性,男性,Hombre,Nam,남자,Male,男,男性,男性,Hombre,Nam,,,,男
S_COM_SU_05,[User] Global / Space > 홈 > 로그인 > 회원가입 > 프로필 설정,S00110,사용,일반,여자,Female,女,女性,女性,Mujer,Nữ,여자,Female,女,女性,女性,Mujer,Nữ,,,,女
S_COM_SU_05,[User] Global / Space > 홈 > 로그인 > 회원가입 > 프로필 설정,S00111,사용,일반,비공개,I prefer not to say,非公開,非公開,非公开,Prefiero no contestar,Riêng tư,비공개,I prefer not to say,非公開,非公開,非公开,Prefiero no contestar,Riêng tư,,,비공개,非公開
S_MYP_HM_00,[User] Global / Space > 홈 > MY 메뉴,S00112,사용,일반,내 정보 관리,My Profile,マイプロフィール,我的個人資料,我的个人资料,Mi perfil,Quản lý thông tin của tôi,내 정보 관리,My Profile,マイプロフィール,我的個人資料,我的个人资料,Mi perfil,Quản lý thông tin của tôi,,,,アカウント情報
S_MYP_HM_00,[User] Global / Space > 홈 > MY 메뉴,S00113,사용,일반,언어,Language,言語,語言,语言,Idioma,Ngôn ngữ,언어,Language,言語,語言,语言,Idioma,Ngôn ngữ,,,,言語
S_MYP_HM_00,[User] Global / Space > 홈 > MY 메뉴,S00115,사용,일반,이용약관,Terms of Service,利用規約,使用條款,使用条款,Condiciones del servicio,Điều khoản dịch vụ,이용약관,Terms of Service,利用規約,使用條款,使用条款,Condiciones del servicio,Điều khoản dịch vụ,,,,利用規約
S_MYP_HM_00,[User] Global / Space > 홈 > MY 메뉴,S00116,사용,일반,고객센터,Customer Service,カスタマーセンター,客服中心,客服中心,Atención al cliente,Trung tâm hỗ trợ,고객센터,Customer Service,カスタマーセンター,客服中心,客服中心,Atención al cliente,Trung tâm hỗ trợ,,,,カスタマーセンター
S_MYP_HM_00,[User] Global / Space > 홈 > MY 메뉴,S00117,사용,일반,이벤트,Events,イベント,活動,活动,Eventos,Sự kiện,이벤트,Events,イベント,活動,活动,Eventos,Sự kiện,,,,イベント
S_MYP_HM_00,[User] Global / Space > 홈 > MY 메뉴,S00118,사용,일반,공지사항,Notices,お知らせ,公告通知,公告通知,Avisos,Thông báo,공지사항,Notices,お知らせ,公告通知,公告通知,Avisos,Thông báo,,,,お知らせ
S_MYP_HM_00,[User] Global / Space > 홈 > MY 메뉴,S00119,사용,일반,로그아웃,Log Out,ログアウト,登出,登出,Cerrar sesión,Đăng xuất,로그아웃,Log Out,ログアウト,登出,登出,Cerrar sesión,Đăng xuất,,,,ログアウト
S_MYP_HM_00,[User] Global / Space > 홈 > MY 메뉴,S00120,사용,일반,로그인,Log In,ログイン,登入,登录,"Por favor, inicia sesión",Đăng nhập,로그인,Log In,ログイン,登入,登录,"Por favor, inicia sesión",Đăng nhập,,로그인,,ログイン
S_MYP_HM_00,[User] Global / Space > 홈 > MY 메뉴,S00121,사용,일반,로그아웃 할까요?,Do you want to log out?,ログアウトしますか?,您要登出嗎？,您要登出吗？,¿Desea cerrar la sesión?,Bạn có muốn đăng xuất không?,로그아웃 할까요?,Do you want to log out?,ログアウトしますか?,您要登出嗎？,您要登出吗？,¿Desea cerrar la sesión?,Bạn có muốn đăng xuất không?,,,,ログアウトしますか?
S_MYP_HM_00,[User] Global / Space > 홈 > MY 메뉴,S00123,사용,일반,로그아웃,Log out,ログアウト,登出,登出,Cerrar sesión,Đăng xuất,로그아웃,Log out,ログアウト,登出,登出,Cerrar sesión,Đăng xuất,,,,ログアウト
S_MYP_AC_00,[User] Global / Space > 홈 > MY 메뉴 > 계정 관리,S00124,사용,일반,계정 정보,Account Information,マイプロフィール,我的個人資料,我的个人资料,Mi perfil,Thông tin tài khoản,계정 정보,Account Information,マイプロフィール,我的個人資料,我的个人资料,Mi perfil,Thông tin tài khoản,,,,アカウント情報
S_MYP_AC_00,[User] Global / Space > 홈 > MY 메뉴 > 계정 관리,S00125,사용,일반,프로필 수정,Edit Profile,プロフィール編集,修改頭像,修改头像,Editar perfil,Chỉnh sửa hồ sơ,프로필 수정,Edit Profile,プロフィール編集,修改頭像,修改头像,Editar perfil,Chỉnh sửa hồ sơ,,,,プロフィール編集
S_MYP_AC_00,[User] Global / Space > 홈 > MY 메뉴 > 계정 관리,S00126,사용,일반,비밀번호 변경,Change Password,パスワードの変更,更改密碼,更改密码,Cambiar contraseña,Đổi mật khẩu,비밀번호 변경,Change Password,パスワードの変更,更改密碼,更改密码,Cambiar contraseña,Đổi mật khẩu,,,,パスワードの変更
S_MYP_AC_00,[User] Global / Space > 홈 > MY 메뉴 > 계정 관리,S00127,사용,일반,이름,Name,姓名,名字,名字,Nombre,Tên,이름,Name,姓名,名字,名字,Nombre,Tên,,,,姓名
S_MYP_AC_00,[User] Global / Space > 홈 > MY 메뉴 > 계정 관리,S00128,사용,일반,전화번호,Phone Number,電話番号,電話號碼,电话号码,Número telefónico,Số điện thoại,전화번호,Phone Number,電話番号,電話號碼,电话号码,Número telefónico,Số điện thoại,,,,電話番号
